book no.,Year,sentence
volume57_book_121.txt,"February 5, 1934",They give what they can.
volume57_book_121.txt,"February 5, 1934",But there is no limit to the generosity of the poor.
volume57_book_121.txt,"February 5, 1934",Every day hill women come and give me a few coins tied up in a corner of their saris.
volume57_book_121.txt,"February 5, 1934",Ramachandran of the Ashram is with me at present.
volume57_book_121.txt,"February 5, 1934",I am sure you know him.
volume57_book_121.txt,"February 5, 1934",He is a scholar and a fine man.
volume57_book_121.txt,"February 5, 1934",Jivaraj's health has been very much affected.
volume57_book_121.txt,"February 5, 1934",But he is a brave man and continues to look after the hospital.
volume57_book_121.txt,"February 5, 1934",At intervals he pays visits to Matheran and takes rest for a few days.
volume57_book_121.txt,"February 5, 1934",You must have heard about Perin1 and Jamnabehn.
volume57_book_121.txt,"February 5, 1934",Prema and Lilavati (Asar) went back [to jail] as soon as they were released.
volume57_book_121.txt,"February 5, 1934",Lilavati is an obstinate girl.
volume57_book_121.txt,"February 5, 1934",Perhaps she will die in jail.
volume57_book_121.txt,"February 5, 1934",She has taken ill.
volume57_book_121.txt,"February 5, 1934",Her loyalty is wonderful.
volume57_book_121.txt,"February 5, 1934",I am sending Amala just now to Sabarmati for Harijan work.
volume57_book_121.txt,"February 5, 1934",We will watch how she behaves there.
volume57_book_121.txt,"February 5, 1934",Bidaj also has been handed over to the Harijan Sevak Sangh.
volume57_book_121.txt,"February 5, 1934",It is intended to take the dairy back to the Harijan Ashram.
volume57_book_121.txt,"February 5, 1934",That will enable us to give training to some Harijans and ensure that the dairy is run well.
volume57_book_121.txt,"February 5, 1934",A copy of Ba's letter is enclosed.
volume57_book_121.txt,"February 5, 1934",Please convey to Mani whatever you can from this.
volume57_book_121.txt,"February 5, 1934",I have asked for permission to see her and Mahadev.
volume57_book_121.txt,"February 5, 1934",I have sent a wire.
volume57_book_121.txt,"February 5, 1934",A reply is expected in a day or two.
volume57_book_121.txt,"February 5, 1934",I will go there on the 6th March.
volume57_book_121.txt,"February 5, 1934",I also have heard about .
volume57_book_121.txt,"February 5, 1934",Tell Mani that Mridu has sent a long message for her: 'She still suffers from her disease.
volume57_book_121.txt,"February 5, 1934",She remembers Mani every day.
volume57_book_121.txt,"February 5, 1934",She expects to be free in March.
volume57_book_121.txt,"February 5, 1934","If Mani wants any other books, she may call for them."
volume57_book_121.txt,"February 5, 1934","She has had letters from Durga, Mani Parikh, Velanbehn and others."
volume57_book_121.txt,"February 5, 1934","After resting for some time, she hopes to return to jail.'"
volume57_book_121.txt,"February 5, 1934",Abbas Saheb's 80th birthday seems to have been celebrated with enthusiasm.
volume57_book_121.txt,"February 5, 1934",Kaka worked hard for that.
volume57_book_121.txt,"February 5, 1934",The old man was very much pleased.
volume57_book_121.txt,"February 5, 1934",Kalyanji 3 is writing a short biography of him.
volume57_book_121.txt,"February 5, 1934",All our men of letters visited him in this connection and refreshed the memory of half-forgotten old days.
volume57_book_121.txt,"February 5, 1934",I am glad that you are experimenting with neti 4 .
volume57_book_121.txt,"February 5, 1934",A wick made with hand from a piece of fine cloth may be found more useful.
volume57_book_121.txt,"February 5, 1934",It can suck up harmful matter.
volume57_book_121.txt,"February 5, 1934",You can make such a wick from your worn-out dhoti.
volume57_book_121.txt,"February 5, 1934",It is necessary to do pranayama exercises 1 Dadabhai Naoroji's grand-daughter 2 The name is omitted in the source.
volume57_book_121.txt,"February 5, 1934","3 Kalyanji V. Mehta, a well-known Congress worker 4 A Hathayoga practice for cleaning the nasal passage 116 THE COLLECTED WORKS OF MAHATMA GANDHI along with it."
volume57_book_121.txt,"February 5, 1934",Neti and pranayama will certainly help to keep the nostrils open.
volume57_book_121.txt,"February 5, 1934",I am glad that your constipation has disappeared.
volume57_book_121.txt,"February 5, 1934",I am sure the change which you have made in your food will benefit you.
volume57_book_121.txt,"February 5, 1934",Kelappan did not intentionally hide the fact of his relations with that lady.
volume57_book_121.txt,"February 5, 1934",He didn't think there was anything improper in it.
volume57_book_121.txt,"February 5, 1934","He also was influenced by ""Self-respect""1 and ""Jatpattod""2."
volume57_book_121.txt,"February 5, 1934",Nor is there anything against the lady.
volume57_book_121.txt,"February 5, 1934",Kelappan is not a bad man.
volume57_book_121.txt,"February 5, 1934",He is only simple-minded and also obstinate.
volume57_book_121.txt,"February 5, 1934",I wish to put Rajaji in charge of the work in Malabar.
volume57_book_121.txt,"February 5, 1934","I have not made up my mind finally, though."
volume57_book_121.txt,"February 5, 1934",I may also appoint Ramachandran instead.
volume57_book_121.txt,"February 5, 1934",Your plan for Aunt seems a good one.
volume57_book_121.txt,"February 5, 1934",Let her remain where she is.
volume57_book_121.txt,"February 5, 1934",Hasn't she been indiscreet enough?
volume57_book_121.txt,"February 5, 1934",But your fear is baseless.
volume57_book_121.txt,"February 5, 1934",The refreshment 3 served by Sir Chimanlal is not likely to contain much.
volume57_book_121.txt,"February 5, 1934","If most people don't relish what he serves, what can the poor man do?"
volume57_book_121.txt,"February 5, 1934",The visit to Bengal is still undecided.
volume57_book_121.txt,"February 5, 1934",I can't say what will finally happen.
volume57_book_121.txt,"February 5, 1934",I had a wire from Muriel [Lester].
volume57_book_121.txt,"February 5, 1934","I have asked her to come and see me near Coimbatore, and also suggested that she should tour with me for some time."
volume57_book_121.txt,"February 5, 1934",Amritlal Sheth 4 has not written to me recently.
volume57_book_121.txt,"February 5, 1934",He served an ultimatum on me too.
volume57_book_121.txt,"February 5, 1934","I don't mind, let the truth come out even from the bowels of the earth."
volume57_book_121.txt,"February 5, 1934",Isn't even man's body a piece of earth?
volume57_book_121.txt,"February 5, 1934",Blessings to you both from BAPU [PS.]
volume57_book_121.txt,"February 5, 1934",The frost has ruined crops all over the country this year.
volume57_book_121.txt,"February 5, 1934",In some parts it has been frost and in some other parts it has been unseasonable rains.
volume57_book_121.txt,"February 5, 1934",These things seem to have a direct connection with the earthquake.
volume57_book_259.txt,"March 6, 1934","LETTER TO SIR SAMUEL HOARE As AT WARDHA, (C.P. ), INDIA, March 6, 1934 DEAR SIR SAMUEL, You will recollect that whilst I was returning to India in December of 1931 you had a cable caused to be sent to me in regard to an interview alleged to have been given by me to a journalist in Rome and that I had sent a categorical denial.1 To this there was a counter-denial which I had not seen till recently, being in jail within less than one week of my landing in Bombay."
volume57_book_259.txt,"March 6, 1934","After my discharge from the last imprisonment in August last, I was told by Mirabai Slade that an English friend—Prof."
volume57_book_259.txt,"March 6, 1934","Maclean of Wilson College, Bombay—had thought that although the matter was stale, it was worth while my clearing it up, as the denial by the Rome journalist had created a profound impression at the time of its publication and had probably precipitated the Viceregal action against me in 1932."
volume57_book_259.txt,"March 6, 1934","Agreeing with Prof. Maclean, I at once asked Mirabai to write to Miss Agatha Harrison to procure the relevant newspaper cuttings."
volume57_book_259.txt,"March 6, 1934",After much search she was able to get them.
volume57_book_259.txt,"March 6, 1934",The last and the most important I received from her last month in the midst of my hurricane tour in the cause of the anti-untouchability campaign.
volume57_book_259.txt,"March 6, 1934","For ready reference, I send you copies of the three cuttings marked 'A', 'B' and 'C' respectively."
volume57_book_259.txt,"March 6, 1934",It should be noted that these cuttings were for the first time seen by me on their being received from Miss Harrison.
volume57_book_259.txt,"March 6, 1934","I have now read and reread them several times, and I have no hesitation in saying that 'A' and 'C' are a caricature of what took place."
volume57_book_259.txt,"March 6, 1934",A' professes to be a summary of a long statement said to have been made by me to an Italian journalist.
volume57_book_259.txt,"March 6, 1934","In 'C' The Times correspondent, on seeing my denial regarding the alleged interview, makes a halting admission that I might be correct in so far as Signor Gayda did not ""request any formal interview and no such interview was granted,"" but insists that the statements attributed to me were substantially correct."
volume57_book_259.txt,"March 6, 1934",But truth will perhaps be better served by my simply stating what I do know than by analysing 'A' and 'C'.
volume57_book_259.txt,"March 6, 1934",251 252 THE COLLECTED WORKS OF MAHATMA GANDHI 1.
volume57_book_259.txt,"March 6, 1934","I never made any statement, much less a long one, to Signor Gayda as suggested in 'A'."
volume57_book_259.txt,"March 6, 1934",I was never invited to meet Signor Gayda at any place.
volume57_book_259.txt,"March 6, 1934",But I was invited by an Italian friend to meet some Italian citizens at an informal drawing-room meeting at a private house.
volume57_book_259.txt,"March 6, 1934",At this meeting I was introduced to several friends whose names I cannot now recall and could not have recalled even the day after the meeting.
volume57_book_259.txt,"March 6, 1934",The introductions were merely formal.
volume57_book_259.txt,"March 6, 1934","At this meeting the conversation was general, and not addressed to any particular individual."
volume57_book_259.txt,"March 6, 1934",Questions were put by several friends and there was a random conversation as at all drawing-room meetings.
volume57_book_259.txt,"March 6, 1934",It was therefore wrong for Signor Gayda or The Times correspondent to reproduce my remarks as if they were one connected statement to one particular person.
volume57_book_259.txt,"March 6, 1934",Signor Gayda never showed to me for verification anything he might have taken down.
volume57_book_259.txt,"March 6, 1934","The conversation, among other things, referred to the Round Table Conference, my impression of it and my possible future action."
volume57_book_259.txt,"March 6, 1934",Many of the things that have been put into my mouth in 'A' I had never said.
volume57_book_259.txt,"March 6, 1934","All my hopes, fears and future intentions were expressed in as precise a language as it was possible for me to command and use in my speech at the close of the Round Table Conference."
volume57_book_259.txt,"March 6, 1934",Whatever I said in private conversation was but a paraphrase of the sentiments expressed in that speech.
volume57_book_259.txt,"March 6, 1934","I am not given to saying one thing in public and another in private, or to saying one thing to one friend and something else to another."
volume57_book_259.txt,"March 6, 1934","I could not have said that there was a definite rupture between the Indian nation and the British Government, for I had said to several friends about the same time that I was determined to strain every nerve to prevent a rupture and to continue the peaceful relations established by the Irwin-Gandhi Pact."
volume57_book_259.txt,"March 6, 1934","Being an optimist, I do not believe in a final rupture between human beings."
volume57_book_259.txt,"March 6, 1934",I never said that I was returning to India in order to restart the struggle against England.
volume57_book_259.txt,"March 6, 1934",Certain possibilities about which I was questioned at the informal meeting have been so described in 'A' as if I was actually going to India to bring them about if I could.
volume57_book_259.txt,"March 6, 1934",I would add that the public had neither the original notes supposed to have been made by Signor Gayda nor the latter's own version wherever published.
volume57_book_259.txt,"March 6, 1934",In 'A' and 'C' they had only the impressions of The Times correspondent about what Signor Gayda wrote or said.
volume57_book_259.txt,"March 6, 1934",LETTER TO HIRALAL SHARMA 253 I do not know how you were affected by 'C'.
volume57_book_259.txt,"March 6, 1934","If your faith in my denial was shaken, perhaps in any case I should have been acquainted with the rejoinder to my denial as you had kindly brought to my notice the first report."
volume57_book_259.txt,"March 6, 1934",I do not know how you will take this letter.
volume57_book_259.txt,"March 6, 1934","If you have any doubt about my bonafides, I would like to clear it, if it is at all possible for me to do so."
volume57_book_259.txt,"March 6, 1934","Miss Slade was the ""follower"" referred to in 'C'."
volume57_book_259.txt,"March 6, 1934",I enclose herewith her recollections of the conversation.1 I am not publishing this letter.
volume57_book_259.txt,"March 6, 1934",I am sending copies to several friends for their private use.
volume57_book_259.txt,"March 6, 1934","But I would like you, if you could, to give it publicity, or to ask Prof. C. F. Andrews,Woodbrooke, Selly Oak, Birmingham, to make such public use of the letter as he might wish."
volume58_book_447.txt,"September 5, 1934","LETTER TO VALLABHBHAI PATEL [Before] September [5], 1934 1 DEAR VALLABHBHAI, After much deliberation and discussions with friends who have been to Wardha recently, I have come to the conclusion that the best interests of the Congress and the nation will be served by my completely severing all official or physical connection with the Congress, including the original membership."
volume58_book_447.txt,"September 5, 1934",This does not mean that I cease to take any interest in an organization with which I have been intimately connected since 1920 and which I have worshipped since my youth.
volume58_book_447.txt,"September 5, 1934","In spite of all I have recently said about the corruption that has crept into the organization, 1 Gandhiji had been having discussions on his withdrawal from active leadership of the Congress; vide the following item."
volume58_book_447.txt,"September 5, 1934","In his letter dated August 20 to the addressee, Gandhiji had said that he would ""prepare a draft"" and send it to him."
volume58_book_447.txt,"September 5, 1934","This letter appears to be a draft of his ""Statement to the Press"" which was finally released on September 17, 1934; vide Vol."
volume58_book_447.txt,"September 5, 1934","404 THE COLLECTED WORKS OF MAHATMA GANDHI it still remains, in my opinion, the most powerful and the most representative national organization in the country."
volume58_book_447.txt,"September 5, 1934",It has a history of uninterrupted noble service and sacrifice from its inception.
volume58_book_447.txt,"September 5, 1934",Its progress has been unbroken and steady.
volume58_book_447.txt,"September 5, 1934",It has weathered storms as no other institution in the country has.
volume58_book_447.txt,"September 5, 1934",It has commanded the largest measure of sacrifice of which any country would be proud.
volume58_book_447.txt,"September 5, 1934",It has today the largest number of selfsacrificing men and women of unimpeachable character.
volume58_book_447.txt,"September 5, 1934",It is not with a light heart that I leave this great organization.
volume58_book_447.txt,"September 5, 1934",But I feel that my remaining in it any longer is likely to do more harm than good.
volume58_book_447.txt,"September 5, 1934",I miss at this juncture the association and advice of Jawaharlal who is bound to be the rightful helmsman of the organization in the near future.
volume58_book_447.txt,"September 5, 1934","I have, therefore, kept before me his great spirit."
volume58_book_447.txt,"September 5, 1934","And I feel that whilst his great affection for me would want to keep me in the Congress, his reason would endorse the step I have taken."
volume58_book_447.txt,"September 5, 1934","And since a great organization cannot be governed by affections but by cold reason, it is better for me to retire from a field where my presence results in arresting full play of reason."
volume58_book_447.txt,"September 5, 1934",Hence in leaving the organization I feel that I am in no sense deserting one who is much more than a comrade and whom no amount of political differences will ever separate from me.
volume58_book_447.txt,"September 5, 1934","Nor by retiring at this critical juncture am I less true to Babu Rajendra Prasad who will in all probability be the President of the forthcoming Congress, and who unlike Jawaharlal shares most of my ideals and whose sacrifice for the nation, judged whether in quality or quantity, is not to be excelled."
volume58_book_447.txt,"September 5, 1934","Then there is the Congress Parliamentary Board which would perhaps not have come into being, unless I had encouraged its formation with my whole heart."
volume58_book_447.txt,"September 5, 1934",It supplies a want that was felt by many staunch and true Congressmen.
volume58_book_447.txt,"September 5, 1934","It was necessary, therefore, to bring it into being."
volume58_book_447.txt,"September 5, 1934",Such services as I am capable of rendering will still be at its disposal as at any Congressman's.
volume58_book_447.txt,"September 5, 1934",It must command the full support of all Congressmen who have no insuperable objection to the entry of Congressmen into the existing legislatures.
volume58_book_447.txt,"September 5, 1934",I should be sorry if the Board lost a single vote because of my withdrawal.
volume58_book_447.txt,"September 5, 1934","I fear none of the consequences dreaded by some friends, for I know my ground."
volume58_book_447.txt,"September 5, 1934",A tree is no more hurt by a ripe fruit falling from it than would the Congress be by my going out of it.
volume58_book_447.txt,"September 5, 1934","Indeed the fruit will be dead weight, if it did not fall when it was fully ripe."
volume58_book_447.txt,"September 5, 1934",Mine is that condition.
volume58_book_447.txt,"September 5, 1934",I feel that I am a dead weight on the Congress now.
volume58_book_447.txt,"September 5, 1934",LETTER TO VALLABHBHAI PATEL 405 There is a growing and vital difference of outlook between many Congressmen and myself.
volume58_book_447.txt,"September 5, 1934",My presence more and more estranges the intelligentsia from the Congress.
volume58_book_447.txt,"September 5, 1934","I feel that my policies fail to convince their reason, though strange as it may appear, I do nothing that does not satisfy my own reason."
volume58_book_447.txt,"September 5, 1934","But my reason takes me in a direction just the opposite of what many of the most intellectual Congressmen would gladly and enthusiastically take, if they were not hampered by their unexampled loyalty to me."
volume58_book_447.txt,"September 5, 1934",No leader can expect greater loyalty and devotion than I have received from intellectually-minded Congressmen even when they have protested and signified their disapproval of the policies I have laid before the Congress.
volume58_book_447.txt,"September 5, 1934",I feel that for me any more to draw upon this loyalty and devotion is to put an undue strain upon them.
volume58_book_447.txt,"September 5, 1934",I wish that those who strongly disapprove of my method would outvote me and compel my retirement.
volume58_book_447.txt,"September 5, 1934",I have tried to reach that position but I have failed.
volume58_book_447.txt,"September 5, 1934",They would cling to me till the end.
volume58_book_447.txt,"September 5, 1934",The only way I can requite such loyalty is by voluntary retirement.
volume58_book_447.txt,"September 5, 1934",I cannot work in opposition when there are some fundamental differences between the Congress intelligentsia and me.
volume58_book_447.txt,"September 5, 1934",Ever since my entry into public life I have never acted in that manner.
volume58_book_447.txt,"September 5, 1934",1 Then there is the growing group of socialists.
volume58_book_447.txt,"September 5, 1934",Jawaharlal is their undisputed leader.
volume58_book_447.txt,"September 5, 1934",I know pretty well what he wants and stands for.
volume58_book_447.txt,"September 5, 1934",He claims to examine everything in a scientific spirit.
volume58_book_447.txt,"September 5, 1934",He is courage personified.
volume58_book_447.txt,"September 5, 1934",He has many years of service in front of him.
volume58_book_447.txt,"September 5, 1934",He has an indomitable faith in his mission.
volume58_book_447.txt,"September 5, 1934","The socialist group represents his views more or less, though probably their mode of execution is not exactly his."
volume58_book_447.txt,"September 5, 1934",That group is bound to grow in influence and importance.
volume58_book_447.txt,"September 5, 1934",I have welcomed the group.
volume58_book_447.txt,"September 5, 1934",Many of them are respected and self-sacrificing co-workers.
volume58_book_447.txt,"September 5, 1934","With all this, I have fundamental differences with them on the programme published in their authorized pamphlets."
volume58_book_447.txt,"September 5, 1934","But I would not, by reason of the moral pressure I may be able to exert, suppress the spread of the ideas propounded in their literature."
volume58_book_447.txt,"September 5, 1934",My remaining in the Congress would amount to the exercise of such pressure.
volume58_book_447.txt,"September 5, 1934","I may not interfere with free expression of those ideas, however distasteful some of them may be to me."
volume58_book_447.txt,"September 5, 1934",.2 For me to dominate the Congress in spite of these fundamental differences is almost a species of violence which I must refrain from.
volume58_book_447.txt,"September 5, 1934",Their reason must be set free at any cost.
volume58_book_447.txt,"September 5, 1934","Having discovered this undisputable fact, I would be disloyal to the Congress if, even at the risk of losing all my reputation, I did not leave the Congress."
volume58_book_447.txt,"September 5, 1934","1 & 2 Omissions as in the source 406 THE COLLECTED WORKS OF MAHATMA GANDHI But there is no danger to my reputation or that of the Congress, if I leave only to serve it better in thought, word and deed."
volume58_book_447.txt,"September 5, 1934","I do not leave in anger or in a huff, nor yet in disappointment."
volume58_book_447.txt,"September 5, 1934",I have no disappointment in me.
volume58_book_447.txt,"September 5, 1934",I see before me a bright future for the country.
volume58_book_447.txt,"September 5, 1934","Everything will go well, if we are true to ourselves."
volume58_book_447.txt,"September 5, 1934",I have no other programme before me save the Congress programme now before the country .
volume58_book_447.txt,"September 5, 1934",1 In this and various other ways I would love to serve the Congress in my own humble manner.
volume58_book_447.txt,"September 5, 1934","Thus living in complete detachment, I hope, I shall come closer to the Congress."
volume58_book_447.txt,"September 5, 1934",Congressmen will then accept my services without being embarrassed or oppressed.
volume58_book_447.txt,"September 5, 1934","One word to those who have given me their whole-hearted devotion in thought, word and deed in the pursuit of the common goal."
volume58_book_447.txt,"September 5, 1934",My physical withdrawal from the Congress is not to be understood to mean an invitation to them to withdraw.
volume58_book_447.txt,"September 5, 1934",They will remain in the Congress fold so long as the Congress needs them and work out such common ideals as they have assimilated.
volume56_book_502.txt,"January 15, 1934","LETTER TO VALLABHBHAI PATEL January 15, 1934 BHAI VALLABHBHAI, It is four in the afternoon just now."
volume56_book_502.txt,"January 15, 1934",Today is my weekly silence day.
volume56_book_502.txt,"January 15, 1934",I am writing this in Nagji Purushottam's bungalow in Calicut.
volume56_book_502.txt,"January 15, 1934",Devdas and Lakshmi arrived today.
volume56_book_502.txt,"January 15, 1934",Thakkar Bapa and Shankerlal will arrive tomorrow.
volume56_book_502.txt,"January 15, 1934",I will see the Zamorin 4 tomorrow at 2.30 in the afternoon and then will leave for Trichur at five.
volume56_book_502.txt,"January 15, 1934",The question is whether Lakshmi should go to Delhi for her delivery or remain in Madras.
volume56_book_502.txt,"January 15, 1934",She and Devdas will see Raja in about two days.
volume56_book_502.txt,"January 15, 1934",They will come to a final decision after that.
volume56_book_502.txt,"January 15, 1934","Devdas has got the permission to go to Delhi, but I think he should spend about six months in Madras to gain experience."
volume56_book_502.txt,"January 15, 1934",Lakshmi would not like her delivery to take place in his absence and Raja would not like it in his.
volume56_book_502.txt,"January 15, 1934",Thus there is a problem within a problem.
volume56_book_502.txt,"January 15, 1934",Doesn't the meaning of life consist in solving even such seemingly trivial problems in the right manner?
volume56_book_502.txt,"January 15, 1934",I have specially called Shankerlal here for a brief discussion regarding khadi.
volume56_book_502.txt,"January 15, 1934",I observe that perhaps needless expenditure is being incurred in our department.
volume56_book_502.txt,"January 15, 1934",I wish to place before him what I have observed.
volume56_book_502.txt,"January 15, 1934",I think we should stop the needless expenditure on sending khadi from one province to another.
volume56_book_502.txt,"January 15, 1934","I incline 1 & 2 Daughters of Esther Menon 3 Of Kodaikanal in the Palani Hills, South India 4 Of Calicut, now Kozhikode 492 LETTER TO VALLABHBHAI PATEL 493 finally towards the practice followed in Anantpur."
volume56_book_502.txt,"January 15, 1934",The practice followed at Saoli also seems good.
volume56_book_502.txt,"January 15, 1934",Krishnadas [Gandhi] and Jajuji are experts and they complement each other perfectly.
volume56_book_502.txt,"January 15, 1934",Krishnadas is acquitting himself very well.
volume56_book_502.txt,"January 15, 1934",Ramdas is discontented.
volume56_book_502.txt,"January 15, 1934",He also will become calm by and by.
volume56_book_502.txt,"January 15, 1934",He is full of praise for her courage.
volume56_book_502.txt,"January 15, 1934",She is of course harassed a little.
volume56_book_502.txt,"January 15, 1934",But without harassment there would be no pleasure in being in jail.
volume56_book_502.txt,"January 15, 1934",I paid a visit to Guruvayur.
volume56_book_502.txt,"January 15, 1934",There is no resentment there at all.
volume56_book_502.txt,"January 15, 1934","It is true, though, that the Varnashrama Sangh had sent pahelwans1 from North India to demonstrate with black flags and get beaten up a little."
volume56_book_502.txt,"January 15, 1934",Two of them had taken control of the dais.
volume56_book_502.txt,"January 15, 1934","They got hold of a man by his feet, whereupon the young men there asked them to get down."
volume56_book_502.txt,"January 15, 1934",An altercation and fighting followed.
volume56_book_502.txt,"January 15, 1934",The pahelwans got beaten up a little.
volume56_book_502.txt,"January 15, 1934","They are quite all right, but they did their play-acting cleverly."
volume56_book_502.txt,"January 15, 1934",I sent the two to a dispensary and started the meeting and went on with it as if nothing had happened.
volume56_book_502.txt,"January 15, 1934",2 The crowds continue to be as big as ever.
volume56_book_502.txt,"January 15, 1934",Small and big contributions continue to come in.
volume56_book_502.txt,"January 15, 1934","Another Annapurna, named Kaumudi, came into the limelight."
volume56_book_502.txt,"January 15, 1934",She gave all her ornaments.
volume56_book_502.txt,"January 15, 1934","3 ""Who can harm him whom Rama protects?"""
volume56_book_502.txt,"January 15, 1934","So we will live as He ordains, do His bidding and dance as He wills."
volume56_book_502.txt,"January 15, 1934","Two Hungarian women, mother and daughter, met me in Bangalore."
volume56_book_502.txt,"January 15, 1934",Both are expert painters.
volume56_book_502.txt,"January 15, 1934",They lead a simple life.
volume56_book_502.txt,"January 15, 1934",Just now they have dedicated themselves to the service of India.
volume56_book_502.txt,"January 15, 1934",Bhajan music fills them with ecstasy.
volume56_book_502.txt,"January 15, 1934",N. seems likely to go to America.
volume56_book_502.txt,"January 15, 1934",S. too may go.
volume56_book_502.txt,"January 15, 1934",I have not written much to you about their doings.
volume56_book_502.txt,"January 15, 1934",What could I write?
volume56_book_502.txt,"January 15, 1934","Besides, I don't have the time either."
volume56_book_502.txt,"January 15, 1934",Amala is getting on fairly well.
volume56_book_502.txt,"January 15, 1934",A letter from Mani is enclosed.
volume56_book_502.txt,"January 15, 1934",I have written to Swami for slivers and the books.
volume56_book_502.txt,"January 15, 1934","Since the books will not be of the same size, I don't know whether he will be able to pack them together."
volume56_book_502.txt,"January 15, 1934","But Swami is resourceful and, if it is possible, he will manage to do that."
volume56_book_502.txt,"January 15, 1934",Dahyabhai had sent to me Mani's letter to you.
volume56_book_502.txt,"January 15, 1934","If I go to Belgaum, I will surely try to meet both."
volume56_book_502.txt,"January 15, 1934",But my going there is not certain.
volume56_book_502.txt,"January 15, 1934","1 Professional wrestlers 2 Vide ""Speech at Public Meeting, Guruvayur"", pp."
volume56_book_502.txt,"January 15, 1934","3 Vide ""Speech at Women's Meeting, Calicut"", pp."
volume56_book_502.txt,"January 15, 1934","LVII ""Kaumudi's Renunciation"", pp."
volume56_book_502.txt,"January 15, 1934",494 THE COLLECTED WORKS OF MAHATMA GANDHI Write to Mani that one need not be with one's elders in order to serve them.
volume56_book_502.txt,"January 15, 1934","If one does their work, one serves them."
volume56_book_502.txt,"January 15, 1934",It is not wrong to wish to be near them.
volume56_book_502.txt,"January 15, 1934","On the contrary, it is natural to do so."
volume56_book_502.txt,"January 15, 1934",But there is no necessary connection between serving them and being near them.
volume56_book_502.txt,"January 15, 1934","Poor girl, she would be thinking that her letter must have been forwarded directly to you."
volume56_book_502.txt,"January 15, 1934",But you must have noticed that it had made a trip to Sabarmati for a dip in the river.1 It thus got moistened at four or five places.
volume56_book_502.txt,"January 15, 1934",This is of course no new experience to us.
volume56_book_502.txt,"January 15, 1934",But it is our resolve -is it not?-to remain contented with whatever happens.
volume56_book_502.txt,"January 15, 1934",I have not been able to satisfy Gordhanbhai.
volume56_book_502.txt,"January 15, 1934",But he doesn't write to me now.
volume56_book_502.txt,"January 15, 1934","Towards him, too, I have done my duty as I saw it."
volume56_book_502.txt,"January 15, 1934",I have asked him to let me know the total sum received from Vithalbhai and also to send me the correspondence between them.
volume56_book_502.txt,"January 15, 1934","If I get it, I think I shall have to publish it."
volume56_book_502.txt,"January 15, 1934",Let him always write to me at Wardha.
volume56_book_502.txt,"January 15, 1934","Even if, however, he writes everything only to you and if I get every such letter, I shall be fully satisfied."
volume56_book_502.txt,"January 15, 1934",I want you yourself to guide him in this matter.
volume56_book_502.txt,"January 15, 1934",I take it that you will write about Ba.
volume56_book_502.txt,"January 15, 1934",I have already written to you about Lakshmi.
volume56_book_502.txt,"January 15, 1934",I am writing to Mridula and Nandubehn 2 .
volume56_book_502.txt,"January 15, 1934",Devdas went and looked up Brijkrishna.
volume56_book_502.txt,"January 15, 1934",He is quite well.
volume56_book_502.txt,"January 15, 1934","He needs rest, which he is taking."
volume56_book_502.txt,"January 15, 1934",It is certain that Raja will be released on 6th February.
volume56_book_502.txt,"January 15, 1934","You should learn not to go on thinking about things, whatever the cause."
volume56_book_502.txt,"January 15, 1934","For that, you should either memorize the Gita or learn Sanskrit or go on reciting the Ramadhun both in the straight and the reverse order."
volume56_book_502.txt,"January 15, 1934","I get no time at all for worrying, so you needn't advise me not to worry."
volume58_book_491.txt,"September 12, 1934","LETTER TO SAUDAMINI MEHTA September 12, 1934 CHI."
volume58_book_491.txt,"September 12, 1934","SAUDAMINI, I got your letter."
volume58_book_491.txt,"September 12, 1934",I agree with you that if I knew as much about .
volume58_book_491.txt,"September 12, 1934",s3 case as I do about .
volume58_book_491.txt,"September 12, 1934","s, my opinion would perhaps soften."
volume58_book_491.txt,"September 12, 1934",I made the remarks in question when I read .
volume58_book_491.txt,"September 12, 1934",s defence and .
volume58_book_491.txt,"September 12, 1934",s outpouring of her grief.
volume58_book_491.txt,"September 12, 1934","However, if I became more intimate with all the persons involved, I would perhaps have a better understanding of their points of view."
volume58_book_491.txt,"September 12, 1934",The conclusion to be drawn from this is that before criticizing anybody's action one must go deep into the matter.
volume58_book_491.txt,"September 12, 1934","Since this is not easy to do, the golden rule is not to criticize anybody."
volume58_book_491.txt,"September 12, 1934","I know how to follow this rule and rarely criticize people, though it is true of course that I occasionally pass hasty criticism on persons with whom I am connected in some way."
volume58_book_491.txt,"September 12, 1934",I am still not free from that measure of attachment.
volume58_book_491.txt,"September 12, 1934",Such subtle attachments cannot be overcome by an act of will.
volume58_book_491.txt,"September 12, 1934",They weaken gradually through prolonged effort.
volume58_book_491.txt,"September 12, 1934",Let me give you some more information about .
volume58_book_491.txt,"September 12, 1934",Even today all his elders except .
volume58_book_491.txt,"September 12, 1934",are against his marrying again.
volume58_book_491.txt,"September 12, 1934","If I had not supported his intention, the idea of second marriage would have been abandoned."
volume58_book_491.txt,"September 12, 1934",I came to know .
volume58_book_491.txt,"September 12, 1934","The moment I saw her, I felt that a girl like her was unfit for conjugal life and that she would never be able to satisfy 1 Vide p. 415."
volume58_book_491.txt,"September 12, 1934",2 Vide the preceding item.
volume58_book_491.txt,"September 12, 1934",3 This and other names have been omitted.
volume58_book_491.txt,"September 12, 1934",439 440 THE COLLECTED WORKS OF MAHATMA GANDHI .
