date,sentence,importance,event-type,cluster
"September 14, 1933",I notice one gap in your letter.,0,,
"September 14, 1933",You make no mention of the various constructive activities of the Congress.,0,,
"September 14, 1933",They became an integral part of the Congress programme that was framed after mature deliberations in 1920.,1,event,143
"September 14, 1933","1 With civil resistance as the background we cannot possibly do without the constructive activities such as communal unity, removal of untouchability and universalization of the spinning-wheel and khaddar.",1,demand,145
"September 14, 1933",I am as strong as ever about these.,0,,
"September 14, 1933","We must recognize that whilst the Congressmen can be counted by hundreds of thousands, civil resisters imprisoned have never amounted to more than one lakh at the outside.",1,demand,145
"September 14, 1933",I feel that there is something radically wrong if paralysis has overtaken the remaining lakhs.,0,,
"September 14, 1933",There is nothing to be ashamed of in an open confession by those who for any reason whatsoever are unable to join the civil resisters' ranks.,0,,
"September 14, 1933",They are also serving the cause of the country and bringing it nearer to the goal who are 1 Vide Vol.,0,,
"September 14, 1933",430 THE COLLECTED WORKS OF MAHATMA GANDHI engaged in any of the constructive activities I have named and several other kindred activities I can add to the list.,0,,
"September 14, 1933","Ordinance or no Ordinance, if individual Congressmen and Congresswomen will learn the art of contributing their share to the work of building of the house of independence and realize their own importance, dark as the horizon seems to us, there is absolutely no cause for despair or disappointment.",1,demand,146
"September 14, 1933","Finally, if I can say so without incurring the risk of your accusing me of egotism, I would like to say that I have no sense of defeat in me and the hope in me that this country of ours is fast marching towards its goal is burning as bright as it did in 1920; for I have an undying faith in the efficacy of civil resistance.",1,demand,146
"September 14, 1933","But as you are aware, after full and prayerful consideration, I have decided not to take the offensive during the unexpired period of the sentence of imprisonment that was pronounced against me on the 4th of August last by the court that met in Yeravda Jail.",1,event,146
"September 14, 1933",I need not go into the reasons as I have already issued a separate statement1 about it.,0,,
"September 14, 1933","This personal suspension, although it may be misunderstood for a while, will show how and when it may become a duty.",0,,
"September 14, 1933","And if it is a duty, it cannot possibly injure the cause.",0,,
"November 16, 1933","LETTER TO EFY ARISTARCHI AMRAOTI, November 16, 1933 MY DEAR EFY, I have your letter with the very beautiful card which you want me to keep in my copy of the Bhagavad Gita.",0,,
"November 16, 1933","I am not going to carry out your wish literally, for, that will defeat it.",0,,
"November 16, 1933",I do not read from the Gita every day.,0,,
"November 16, 1933",I listen to its reading in the morning.,0,,
"November 16, 1933","And since your idea, I take it, is that I should have the picture daily as a book-mark I propose to keep it in the book which I may be reading for the time being and transfer it from book to book.",0,,
"November 16, 1933","I see that you are having Gujarati lessons, probably from Manu, for, you have addressed your name in Gujarati.",0,,
"November 16, 1933",I am glad that you are coming in close touch with Manu and Elizabeth.,1,event,1200
"November 16, 1933",You ask me what I wish about this love affair.,0,,
"November 16, 1933","I regard both as very lovable, very sincere and very earnest, but what I fear is that they do not measure the full consequences of the proposed marriage.",1,demand,1200
"November 16, 1933",I can thoroughly appreciate their viewpoint.,0,,
"November 16, 1933",For them it is enough that they love each other.,0,,
"November 16, 1933","But I have always held that whilst young people should first make their choice, its finality should be dependent upon the approval and blessings of the elders.",0,,
"November 16, 1933",I have seen young love so often disappointed in after years.,0,,
"November 16, 1933","However deliberate the choice, somehow or other later years proved the choice to have been ill made.",0,,
"November 16, 1933",In this case I see grave danger ahead.,0,,
"November 16, 1933","The most fatal objection, however, that I can see to this proposed match is that Elizabeth desires, and from her own standpoint perhaps naturally so, that the progeny should be brought up in the Roman Catholic faith.",1,demand,1200
"November 16, 1933",I do not mind it at all.,0,,
"November 16, 1933","But, even though Manu may have no objection, his parents and his people whom he loves dearly will never be LETTER TO EFY ARISTARCHI 235 able to reconcile themselves to their grandchildren being brought up in a faith other than their own.",1,demand,1200
"November 16, 1933",Then there is the question of the whole Hindu culture.,0,,
"November 16, 1933","I see, even at the present moment, a conflict going on between Hindu culture and the Christianity of Indians; the latter are being torn between two almost opposite attractions.",1,event,36
"November 16, 1933","Somehow or other, Christianity has become synonymous with Western culture.",1,event,36
"November 16, 1933","Perhaps rightly so, for, the religion of the Western people is predominantly Christianity and therefore Western culture may be fittingly described as Christian culture as Indian culture would certainly be described as Hindu culture.",1,demand,36
"November 16, 1933",The progeny of Elizabeth must be brought up in entirely different surroundings unless Manu decides to tear himself away from his own surroundings and lives an exclusive life or decides to settle down in the West.,1,demand,1200
"November 16, 1933","I think that, spiritually considered, Elizabeth herself should not be a party to the possibility of Manu having to tear himself away.",0,,
"November 16, 1933",Then there is the question of Elizabeth herself.,0,,
"November 16, 1933",She would be hard put to it to accommodate herself to Indian surroundings.,0,,
"November 16, 1933",Her constitution may be undermined or she would have to live a life out of all correspondence to her surroundings.,0,,
"November 16, 1933",There is ample justification for Europeans saying that they cannot possibly exist in India without incurring expenses out of all proportion to the Indian average.,0,,
"November 16, 1933","It is difficult enough even for Mira, in spite of her tremendous love for India, in spite of her iron will, to bend herself to the Indian simplicity, and Mira is the general average.",0,,
"November 16, 1933",But even she has to be protected against herself and compel[ledJ to give herself facilities which her associates are not given.,0,,
"November 16, 1933",She would have become bed-ridden long ago if I had not laid down the law from the very first and I know that she has extraordinarily accommodated herself to the Indian life.,1,demand,148
"November 16, 1933","But, even she would have failed completely if she had married an Indian and made the futile attempt of bringing up her children after the Indian style.",1,demand,148
"November 16, 1933",Nobody who has not lived in India like Indians can possibly have a conception of what I am writing.,0,,
"November 16, 1933",India is the poorest country in the world.,1,fact,148
"November 16, 1933",And it is a tremendous job for a Western girl to come to India and marry an Indian with a fixed determination of living the essentially Indian life.,1,fact,148
"November 16, 1933",I do not recall a single Indian who has taken a European girl for his wife living the life of the average Indian.,1,fact,148
"November 16, 1933",He simply cannot do it if he will do justice to his wife.,0,,
"November 16, 1933",And I myself much less .,0,,
"November 16, 1933",.1 reconciled to ourselves to Manu 1 Some words are illegible.,0,,
"November 16, 1933","236 THE COLLECTED WORKS OF MAHATMA GANDHI having lower his idea for the sake of Elizabeth.1 It is for reasons such as this that I have cried out for celibacy for those who dedicate themselves completely to God, i.e., to the service of God's creation.",1,fact,149
"November 16, 1933","There is no difficulty in my treating Mira as my daughter or you, but, imagine me having any European girl as daughter-in-law.",1,fact,149
"November 16, 1933",I should be frightened.,0,,
"November 16, 1933","I could not shoulder the burden, because I could not reconcile myself to Devdas, for instance, having to tear himself away from his natural surroundings.",0,,
"November 16, 1933",I feel it to be premature for Indians to contract marriage relations with Europeans.,1,fact,150
"November 16, 1933",When India has improved her conditions or when Europeans have boys and girls who have become inured to uttermost simplicity and have become domiciled in India I can look forward with happiness to Indo-European marriages.,1,demand,150
"November 16, 1933","Now, I think, I have given you a long enough letter and ample matter for thought.",0,,
"November 16, 1933","You know, at least somewhat, what I would wish, but I do not, in any shape or form, expect you to give effect to my wish, if what I have said does not appeal to you.",0,,
"November 16, 1933","And, if you think otherwise about the future of Manu and Elizabeth, you will not hesitate to tell me so.",0,,
"November 16, 1933",Whilst I deeply appreciate your losing yourself in me I would not be guilty of enslaving your reason or your heart.,0,,
"November 16, 1933","Imperfect as I am, I would not have you to become a partner in my errors.",0,,
"November 16, 1933","You must, therefore, exercise your full judgment in everything you do in association with me.",0,,
"November 16, 1933","My love for you will be none the less for your differing with me when you feel the need for difference in thought, speech or action.",0,,
"November 16, 1933",I have not put before you one more thing that I have stated in my letter to Elizabeth.,0,,
"November 16, 1933",I would simply state the proposition without arguing it.,0,,
"November 16, 1933","I believe that, when husband and wife profess a different faith, the progeny should be brought up in the faith of the husband.",1,demand,151
"November 16, 1933","There are, to me, sound religious and philosophic reasons for this proposition.",1,demand,152
"November 16, 1933","If this proposition does not appear to be sound, you should ask Elizabeth to show you my letter to her.",1,demand,153
"November 16, 1933",I am working just now under tremendous strain.,0,,
"November 16, 1933",I get very little time for carrying on correspondence.,0,,
"November 16, 1933","This letter too, I am dictating under trying circumstances.",0,,
"November 16, 1933","I would, therefore, like you, if you think it wise, to share this letter with Elizabeth as also Manu.",0,,
"November 16, 1933","But, if you think it wise not [to] do so, please tell both 1 Perhaps the sentence should read: And I [am] myself much less [inclined to] reconcile ourselves to Manu having [to] lower his ideal for the sake of Elizabeth.",0,,
"November 16, 1933","LETTER TO MANU GANDHI 237 of them that I have their joint letter as also Elizabeth's previous letter, both of which I appreciate and about which I have written to you.",0,,
"November 16, 1933",I hope you received my letter wherein the £ 15 sent by you were acknowledged.,0,,
"November 16, 1933",I cannot warn you too often against unduly denying yourself.,0,,
"June 15, 1933","LETTER TO C. F. ANDREWS 'PARNAKUTI', POONA 6, June 15, 1933 MY DEAR CHARLIE, As soon as I was able I wanted to deal with two of your important letters.",0,,
"June 15, 1933","Your telegram and your letters 2 have helped me greatly, but I must not deal with the past for I have still to be miserly in the expenditure of my energy.",0,,
"June 15, 1933",I am glad you are there able to look after your brother to a certain extent.,0,,
"June 15, 1933","You were quite right 3 in thinking that, if I thought that your presence was necessary here, I would at once write or cable as the occasion required.",0,,
"June 15, 1933",But I am more than convinced that your place is essentially there.,0,,
"June 15, 1933","I am not so sanguine as you are, as to your influence.",0,,
"June 15, 1933",The meaning I put upon the India Office listening to you is that they are much more courteous than they used to be.,0,,
"June 15, 1933",I want you there for a higher purpose and a higher influence.,0,,
"June 15, 1933","You being there are able to hold 1 Mahadev Desai's postscript to this letter read: ""There is just a minute to add a postscript.",0,,
"June 15, 1933",The milk treatment consists of feeds of 6 to 8 ounces every three quarters of an hour.,1,fact,155
"June 15, 1933",The milk is unboiled.,1,event,155
"June 15, 1933",Goats are milked early morning after the udders are properly washed with permanganate of potash and the milkman's hands washed with hot water.,1,fact,155
"June 15, 1933",The milk is then kept in a nice refrigerator and keeps wonderfully cool and tastes very nice.,1,event,155
"June 15, 1933",From today Bapu has been allowed to add two dates to each feed.,1,event,155
"June 15, 1933","3 The source has ""write"".",0,,
"June 15, 1933",LETTER TO C. F. ANDREWS 197 together all those who are friendly to the cause and what is more you must be silently and imperceptibly permeating the best English mind with the truth that is in you.,0,,
"June 15, 1933",All this will tell in the end.,0,,
"June 15, 1933","Whilst God is great and omnipotent and works in mysterious ways and therefore all things are possible for Him, humanly speaking I see not the slightest immediate cause for hope of improvement in the present position which so far as I can see is as bad as it can possibly be.",1,,156
"June 15, 1933",This Ordinance rule has struck the people dumb.,1,fact,156
"June 15, 1933",The ignorant mass have become terror-struck.,1,fact,156
"June 15, 1933",They do not know what is in store for them on the morrow.,0,,
"June 15, 1933",The well-to-do are trembling in their shoes simply through a vague fear of their being overtaken by some Governmental Act.,0,,
"June 15, 1933",They feel that their only safety lies in an abject surrender to the will of what to them is a power which seems even to override Providence itself-a power that will compel subjection to its will at any cost.,1,fact,1100
"June 15, 1933","And so there is a kind of dead calm which even in my bed, isolated though I am from contact with people through the orders of doctors, I can't help sensing.",1,fact,1100
"June 15, 1933",It is the peace of the cemetery as Lord Irwin once or twice said in 1930 when he refused to make further use of the terrible powers which it was possible for the Government of India to use whenever they liked.,0,,
"June 15, 1933","Though therefore I see no hope in the near future, whilst you and I do not ignore it, we have in view the distances in working for and at truth.",0,,
"June 15, 1933","Time does not count, or if it does, it counts in our favour.",0,,
"June 15, 1933","For here there is all hope, no cause for despair, for there is a certainty of the final triumph of truth, so long as there is some living representative of it.",0,,
"June 15, 1933","Thanks be to God, so far as I can see there are certainly several, if not many, representatives of truth today in India who will count no cost too great for the vindication of truth.",0,,
"June 15, 1933","Having got this immovable faith in me in the rightness of the cause, there is no danger on this side of any precipitate action.",0,,
"June 15, 1933",Every step that is necessary will be taken with the greatest deliberation.,0,,
"June 15, 1933",I shall personally leave no stone unturned to secure an honourable peace.,0,,
"June 15, 1933","So far as I can judge I shall fail, but that does not worry me.",0,,
"June 15, 1933","The harder General Smuts became the harder and the oftener I knocked at his door till it was banged in my face, but patience was rewarded and so it will be in this case.",0,,
"June 15, 1933",Abdul Ghaffar Khan cannot be sacrificed.,1,demand,159
"June 15, 1933","Khorshed Naoroji over 30 years in age, a woman free of hysterics, full of faith and spirituality, went to the Frontier, lived with Abdul Ghaffar Khan, came in intimate touch with people.",1,event,159
"June 15, 1933","Devdas next went and both these told me that they 198 THE COLLECTED WORKS OF MAHATMA GANDHI were convinced that there was no guile about Abdul Ghaffar Khan, that he always said what he meant and meant what he said.",1,event,159
"June 15, 1933","They admit that he is hot-tempered, hasty in action, but has no belief in violence, is in secret league with neither Amanullah nor anybody else.",1,event,159
"June 15, 1933",His sole ambition is to see his people happy and free from terrorism.,1,demand,159
"June 15, 1933",My own personal experience is that he is amenable to control and discipline.,0,,
"June 15, 1933",I do not remember his having ever refused to carry out his promises.,0,,
"June 15, 1933",He has come to me whenever I have wanted him.,0,,
"June 15, 1933",My own firm opinion is that he is much misrepresented in the official circles and that what they do not want is his influence among his people.,1,demand,159
"June 15, 1933","This he undoubtedly has, because he is self-sacrificing, simple and brave.",1,fact,159
"June 15, 1933",It is once more a repetition of the old policy of cutting off tall poppies.,1,fact,159
"June 15, 1933","If what is insinuated about Abdul Ghaffar Khan is true, that must be proved by an impartial tribunal and neither the Congress nor I personally would have anything to say if the charges against him are true.",0,,
"June 15, 1933",But the tribunal must be an acceptable tribunal.,0,,
"June 15, 1933",I do not want a second edition of the Meerut Case1.,0,,
"June 15, 1933","As you know full well I have no sympathy with Communism, most of the Meerut prisoners were daggers at me.",0,,
"June 15, 1933",They missed no occasion to vilify or insult me.,0,,
"June 15, 1933",But that is of no consequence.,0,,
"June 15, 1933","They have been punished for holding particular opinions, not for any act that they have done!",0,,
"June 15, 1933",And what a punishment!,0,,
"June 15, 1933",But that is merely symptomatic of the deep-seated disease.,0,,
"June 15, 1933","There is no intention whatsoever on the part of the Indian Civil Service to give up power and all it means, nor for that matter is there any intention on the part of Mr. Baldwin or Sir Samuel Hoare to do otherwise.",1,fact,162
"June 15, 1933",Now for your important argument about untouchability.,0,,
"June 15, 1933",But there is this initial flaw about it.,0,,
"June 15, 1933",My life is one indivisible whole.,0,,
"June 15, 1933","It is not built after the compartmental system-satyagraha, civil resistance, untouchability, Hindu-Muslim unity and several other things I could name are not different things to be taken and handled.",1,event,163
"June 15, 1933",They are indivisible parts of a whole which is truth.,1,fact,163
"June 15, 1933","I can't devote myself entirely to untouchability 1 Meerut Conspiracy Case, in which Justice Yorke found the Communist International in Russia responsible for armed risings with a view to overthrowing existing Governments for establishing Soviet Republics by means of inciting antagonism between capital and labour, conducting strikes, etc.",1,demand,1100
"June 15, 1933","The judgment pronounced the accused guilty of taking part in this conspiracy, which aimed at depriving the King of the Sovereignty of British India, and convicted 27 out of the 30 accused to sentences ranging from transportation for life to rigorous imprisonment for three years.",1,event,1100
"June 15, 1933",TELEGRAM TO RAMAKRISHNADAS CHANDIWALA 199 and say: 'Neglect Hindu-Muslim unity or swaraj.',1,fact,164
"June 15, 1933",All these things run into one another and are inter-dependent.,0,,
"June 15, 1933","You will find at one time in my life an emphasis on one thing, at another time on other.",0,,
"June 15, 1933","But that is just like a pianist, now emphasizing one note and now other.",0,,
"June 15, 1933",But they are all related to one another.,0,,
"June 15, 1933",Therefore you see how it is utterly impossible for me to say: 'I have now nothing to do with civil disobedience or swaraj!',1,fact,164
"June 15, 1933","Not only so, if 1 attempted any such thing, 1 could not do it.",0,,
"June 15, 1933","Full and final removal of untouchability 1 can show you to your satisfaction, is utterly impossible without swaraj.",1,demand,164
"June 15, 1933","This letter will be too long and unnecessarily so, if 1 gave you chapter and verse to prove my statement.",0,,
"January 11, 1933","LETTER TO RANCHHODDAS PATWARI January 11, 1933 RESPECTED RANCHHODBHAI1, I was pained to read your letter.",0,,
"January 11, 1933",Is it not strange that you should write to me in English?,0,,
"January 11, 1933",Or that you should frame questions as if you wanted to catch in your trap a witness who was trying to escape it?,0,,
"January 11, 1933","But, as an elder brother, you have a right to do all that, for I could judge from our discussion 2 that you believed me to have completely forsaken dharma.",0,,
"January 11, 1933","However, if God grants you a long life you will admit one day that I had not knowingly done so.",0,,
"January 11, 1933",I will now reply to your questions.,0,,
"January 11, 1933",3 Pranams from MOHANDAS 1.,0,,
"January 11, 1933",You desire that each and every sanatanist Hindu should form and express his opinion on this question according to the dictates of his conscience.,1,demand,
"January 11, 1933",I would welcome it if it were possible.,0,,
"January 11, 1933","1 Ex-Dewan of Morvi State 2 On January 7, 1933 3 The questions are reproduced from the addressee's letter dated January 9, 1933 (S.N.",0,,
"January 11, 1933",13 14 THE COLLECTED WORKS OF MAHATMA GANDHI 2.,0,,
"January 11, 1933",Is it not a fact that there are thousands of people who believe that India cannot get real swaraj without you?,1,fact,165
"January 11, 1933","If it is so, I would regard that as a heavy responsibility on me.",1,fact,165
"January 11, 1933",Is it not a fact that there are thousands of people who value your life more than what they consider to be their religion?,1,fact,1000
"January 11, 1933",I would be much pained if this is true.,1,fact,1000
"January 11, 1933",I cannot endure anybody giving up what he regards as his dharma in order to save my life.,1,fact,1000
"January 11, 1933",Where was the need of announcing your firm resolve to fast to death if the Guruvayur Temple was not opened to the untouchables?,1,fact,1001
"January 11, 1933",This I have discussed at great length in my articles1.,1,event,1001
"January 11, 1933",Why did you not issue a referendum 2 without taking such a vow?,1,fact,1002
"January 11, 1933",To this too my articles contain a satisfactory reply.,1,fact,1002
"January 11, 1933",Did not the persons who were engaged in taking votes exploit your vow?,1,fact,1003
"January 11, 1933",What you believe is not altogether improbable.,1,fact,1003
"January 11, 1933",Can you correctly ascertain the percentage of voters who voted in favour of the entry on account of your vow before them?,1,fact,1004
"January 11, 1933",It is impossible to reply to this without knowing what is in the heart of the person concerned.,1,fact,1004
"January 11, 1933","If your case is strong and the cause you advocate is just and reasonable, why have you announced your vow to fast to death if His Excellency the Viceroy does not sanction the Bill3 before him?",1,fact,1005
"January 11, 1933",It is absolutely necessary to read my articles for a reply to this question.,1,fact,1005
"January 11, 1933","1 Statements which Gandhiji started issuing from prison from November 4, 1932; vide Vols.",0,,
"January 11, 1933",2 In Ponnani taluk where the Guruvayur temple is situated.,0,,
"January 11, 1933","The Zamorin of Calicut, a trustee of the Temple, being against temple-entry, the referendum was taken amidst adverse influences.",0,,
"January 11, 1933","3 Two Bills were awaiting Viceroy's sanction, one for introduction in the Central Legislative Assembly by Ranga Iyer and the other for introduction in the Madras Council by Dr. Subbaroyan.",1,event,38
"January 11, 1933","On January 23, the Viceroy gave his sanction to the introduction of the Untouchability Abolition Bill by Ranga Iyer in the Assembly subject to the condition that the Government did not commit themselves to accepting its principles and that the fullest opportunity would be given to every section of the Hindu community to express an opinion on its provisions.",1,event,38
"January 11, 1933",Sanction to Dr. Subbaroyan's Temple-Entry Bill in the Madras Council was refused on the ground that it was too far-reaching in implication for enactment by a provincial legislature.,1,event,38
"January 11, 1933",Afterwards Ranga Iyer drafted a LETTER TO RANCHHODDAS PATWARI 15 9.,0,,
"January 11, 1933",Do you know that this vow is being exploited for nourishing the agitation in favour of the Bill being sanctioned?,0,,
"January 11, 1933",No such thing has happened to my knowledge.,0,,
"January 11, 1933",Are you prepared to give up your vow and issue a fresh referendum in connection with the Guruvayur Temple?,0,,
"January 11, 1933","If a systematic referendum is held with the Zamorin's co-operation and if he implements the result, my pledge will have been fulfilled.",0,,
"January 11, 1933","Before issuing the referendum, did you frame definite rules as to who can rank as bona-fide worshipper of the deity for guidance of your men who were engaged in taking votes?",0,,
"January 11, 1933",12. Who can rank as a bona-fide worshipper of the deity according to you?,0,,
"January 11, 1933","Those who, according to the present practice, are entitled to visit temples and who accept the necessity of worshipping in temples.",0,,
"January 11, 1933",Did the persons engaged in taking votes ascertain by inquiry which of the voters were bona-fide worshippers of the deity?,0,,
"January 11, 1933","Due publicity was given as to who were entitled to vote and leaflets were distributed to every home, and the people were then trusted to show regard for truth.",0,,
"January 11, 1933","Can you say that a Hindu who does not visit a temple even once a month for darshan and who does not pay a single farthing as bhet or samagri 1 , can rank as a bona-fide worshipper of the deity?",0,,
"January 11, 1933","Certainly, if such Hindus believe in temples.",0,,
"January 11, 1933","If the entry of the untouchables into temples depends on votes in a particular district, the condition precedent is that definite rules should be framed as to who can be treated as a bona-fide worshipper?",0,,
"January 11, 1933",Which of the temples would you treat as public?,1,fact,1010
"January 11, 1933",Any temple which is not the property of an individual or of several individuals.,1,fact,1010
"January 11, 1933","second Bill, based on Dr. Subbaroyan's, which the Viceroy permitted to be introduced in the Central Assembly, subject to the same qualifications as in the case of his former Bill.",1,fact,166
"January 11, 1933","The Temple-Entry Bill, as redrafted, was introduced in the Central Legislative Assembly on March 24, 1933.",1,event,166
"January 11, 1933","Vide also ""Statement on Viceroy's Decision"", 24-1-1933.",0,,
"January 11, 1933",1 Offerings 16 THE COLLECTED WORKS OF MAHATMA GANDHI 17.,0,,
"January 11, 1933",Your parents were staunch followers of the Pushtimarga (a Vaishnavite Sampradaya).,0,,
"January 11, 1933",Did they freely touch the untouchables?,0,,
"January 11, 1933",Would they allow them to enter into temples?,0,,
"January 11, 1933","You have never worn the sacred thread, VIZ., upavita.",0,,
"January 11, 1933",You wore a tulsi-kanthi1 when you went to England in 1886.,0,,
"January 11, 1933",When did you give up that kanthi?,0,,
"January 11, 1933",I used to wear the sacred thread for some time.,1,event,168
"January 11, 1933","I did not discard the tulsi-kanthi, but, after I had worn it for some years in South Africa, it left me, that is, it snapped.",1,event,168
"January 11, 1933",Are you of the opinion that the wearing of a sacred thread or kanthi is not essential for a sanatanist Hindu?,0,,
"January 11, 1933","I don't regard the practice as an essential requirement of sanatana dharma and so, when the kanthi snapped, I did not replace it.",0,,
"January 11, 1933",During your stay in England you took meals in hotels or in the house of an Englishman?,0,,
"January 11, 1933",Are you of the opinion that a Hindu does not cease to be a sanatanist Hindu by this?,0,,
"January 11, 1933",That is my considered view.,0,,
"January 11, 1933",Even now you have no objection to take the food prepared in European hotels or by a Christian or a Mohammedan?,0,,
"January 11, 1933",I would have no objection if I otherwise regarded the article as acceptable food.,0,,
"January 11, 1933","Are you in favour of the priti-bhojans 2 in which even the Brahmins, Dheds, Bhangis, Chamars, Mohammedans and Christians dine together?",0,,
"January 11, 1933",I oppose mixed dinners with Harijans as a part of the movement for the removal of untouchability.,1,event,39
"January 11, 1933","If, however, the items are cooked with proper regard for rules of hygiene, I see nothing wrong in Harijans and others sitting together and eating from separate plates.",1,event,39
"January 11, 1933",Will you say that the Hindus who take part in such priti-bhojans can claim to be sanatanist Hindus?,0,,
"January 11, 1933","Provided the foregoing condition is observed, Hindus participating in mixed dinners with Harijans should be, ought to be, 1 String of tulsi beads 2 Mixed dinner parties with Harijans LETTER TO RANCHHODDAS PATWARI 17 regarded as sanatanist Hindus-if they have the other characteristics of such Hindus.",0,,
"January 11, 1933","Are you in favour of intermarriages between the Brahmins, Kshatriyas and Vaishyas on the one hand and the untouchables on the other?",1,fact,170
"January 11, 1933","If the bride and the bridegroom are a suitable pair, if their lives are pure and they believe in the ideal of self-control in married life, I would certainly approve of such unions.",1,event,170
"January 11, 1933",But I do not regard interdining and intermarrying between Harijans and other Hindus as a necessary part of the movement for the eradication of untouchability.,1,fact,170
"January 11, 1933",Do you keep any idol or any picture of Shri Rama or Shri Krishna when you offer prayers in the morning and at night?,0,,
"January 11, 1933",Are you a staunch believer in idol-worship?,0,,
"January 11, 1933",Do you believe that it is necessary to go to a temple for darshan of the image for attaining emancipation and for acquiring supreme love for God?,0,,
"January 11, 1933",How often have you visited the Hindu temples for the darshan of the idols during the last sixteen years?,0,,
"January 11, 1933",I have visited them so often in the course of my tours that I cannot count the number of times.,0,,
"January 11, 1933",What amount have you sent as bhet or samagri to temples from the funds collected by you?,0,,
"January 11, 1933",I had no right to spend anything on temples from the money I had collected.,1,fact,171
"January 11, 1933","Do you believe that a Dhed, Bhangi or Chamar cannot attain emancipation or acquire supreme love for God unless he gets an opportunity to go into the Hindu temple for darshan?",0,,
"January 11, 1933",I don't believe so at all.,0,,
"January 11, 1933","If you think that idol-worship is essential for the untouchables, what if separate temples are built for them with the idols of Shri Rama or Shri Krishna?",0,,
"January 11, 1933","Since I don't see any justification for the existence of a separate class of untouchable communities, I would not be satisfied by separate temples for them.",1,demand,172
"January 11, 1933",53-2 18 THE COLLECTED WORKS OF MAHATMA GANDHI 33.,0,,
"January 11, 1933",Do you think that the worship of an idol in a public temple is more efficacious than that of an idol installed in the temple built for untouchables?,0,,
"January 11, 1933","Has Mr. Kelappan1 or any Dhed, Bhangi or Chamar told you that he has such supreme love for the deity, that he will lose his life if he does not get darshan in a temple of the sanatanists?",0,,
"January 11, 1933","When you attended the Round Table Conference, you were under the impression that the population of the Dheds, Bhangis and Chamars, who are treated as untouchables, was six or seven crores.",1,event,173
"January 11, 1933",Were you under the same impression when you made a compromise 2 with Mr. Ambedkar?,0,,
"January 11, 1933",Did you even take the trouble of studying the causes with a view to ascertain the actual population of these three communities?,0,,
"January 11, 1933",I don't follow the question.,0,,
"January 11, 1933",Is it not a fact that the percentage of the population of such untouchables varies from 2½ to 4 per cent in Kathiawar and Gujarat?,0,,
"January 11, 1933",This is not impossible.,0,,
"January 11, 1933",Have you even now ascertained the actual population of the three communities in India?,0,,
"January 11, 1933",I do not know the exact number.,0,,
"January 11, 1933",Is it not a fact that lakhs of high-caste Hindus who were touchables became Mohammedans during the Mohammedan rule and Christians after the advent of the British rule?,0,,
"January 11, 1933",I would be surprised if this is true.,0,,
"January 11, 1933",Can you give even approximately the number of the untouchables who became either Mohammedans or Christians?,0,,
"January 11, 1933",I can say that the number is quite large.,0,,
"January 11, 1933","Are you for allowing any Dhed, Bhangi or Chamar admission into the Hindu temples?",0,,
"January 11, 1933","If not, what conditions or restrictions would you suggest?",0,,
"January 11, 1933","1 K. Kelappan; he had undertaken a fast unto death on September 20, 1932, for the opening of the Guruvayur temple to Harijans and suspended it on October 2 following Gandhiji's advice.",1,event,174
"January 11, 1933","2 Yeravda Pact LETTER TO RANCHHODDAS PATWARI 19 All Dheds, Bhangis and members of other such communities who observe the rules of cleanliness must be entitled to visit temples.",1,demand,174
"January 11, 1933",43. Who will frame these conditions and restrictions and who will enforce them?,0,,
"January 11, 1933",Will this not cause constant bickerings?,0,,
"January 11, 1933","These rules are still accepted, and I think it easier to persuade Harijans to observe them than to persuade other Hindus to do so.",1,fact,175
"January 11, 1933","Has a large section of the Dheds, Bhangis and Chamars authorized you to create this sort of agitation for securing their entry into the Hindu temples?",0,,
"January 11, 1933",The present movement is intended to persuade caste Hindus to do their duty.,1,event,176
"January 11, 1933","Do you know that most of them are deadly against your agitation and say that it will widen the gulf between them and the caste Hindus, create trouble and make their position considerably worse?",0,,
"January 11, 1933",The truth is the exact opposite of this.,0,,
"January 11, 1933",Are you prepared to issue a referendum for ascertaining wishes of the untouchables in the different parts of India?,0,,
"January 11, 1933","In the light of the reply to (44), your suggestion is unnecessary.",0,,
"January 11, 1933","Assuming that you suggest a compromise and it is accepted by some orthodox Hindus, do you think that it will be held as binding on all the untouchables and other orthodox Hindus?",0,,
"January 11, 1933",The present movement is not a commercial bargain.,0,,
"January 11, 1933",It is a purely religious movement.,0,,
"January 11, 1933",It will show the path of dharma to those who accept it as such.,0,,
"January 11, 1933","Do you know that the sentiments of untouchability are rampant even amongst the Rabaris, Bharavads, Kolis, Thakardas, Kanbis, Patidars, Rajputs, and such other castes?",0,,
"January 11, 1933",That is our misfortune.,0,,
"January 11, 1933","Do you know that the Dheds do not dine with the Bhangis and Chamars, and there are separate wells for them in almost all the towns and villages?",0,,
"January 11, 1933",That is another misfortune.,0,,
"January 11, 1933",Can you say with some authority that the Dheds will allow the Bhangis and Chamars to enter into their temples?,0,,
"January 11, 1933","If I can persuade the so-called high-caste Hindus, I think it will be easy enough to persuade the Harijans.",1,demand,201
"January 11, 1933",20 THE COLLECTED WORKS OF MAHATMA GANDHI 51.,0,,
"January 11, 1933",Have you got a written assurance from the bulk of the Dheds that they will give up such sentiments if public temples are opened even to the Bhangis and Chamars?,0,,
"January 11, 1933","Many persons have given me assurances, though I have nothing in writing.",1,fact,200
